Latitude,Longitude,Country,Extreme Annual Mean Min Dry Bulb Temperature,Extreme Annual Standard Deviation Min Dry Bulb Temperature,20-Year Return Period Extreme Min Dry Bulb Temperature,50-Year Return Period Extreme Min Dry Bulb Temperature
40.296,-78.32,USA,-18,3.7,-24.8,-27.5
40.316,-78.834,USA,-19.2,3.6,-25.9,-28.6
40.85,-77.85,USA,-16.4,2,-20.2,-21.7
41.334,-75.727,USA,-18.1,3.4,-24.4,-26.8
41.243,-76.922,USA,-17.8,3.7,-24.7,-27.4
41.701,-74.795,USA,-21.3,3,-26.9,-29
43.35,-76.385,USA,-22.5,3.5,-29,-31.5
42.207,-75.98,USA,-20.5,2.7,-25.5,-27.5
42.483,-76.467,USA,-21.9,2.4,-26.4,-28.1
42.159,-76.892,USA,-22.6,3.6,-29.2,-31.8
42.109,-77.992,USA,-20.7,2.5,-25.4,-27.2
39.859,-75.786,USA,-14.9,3.2,-20.8,-23.2
43.533,-72.95,USA,-25.5,3.7,-32.3,-35
40.651,-75.449,USA,-15.9,3.1,-21.7,-23.9
40.633,-79.1,USA,-20.5,2.5,-25.1,-26.8
42.743,-73.809,USA,-21.9,3.9,-29.2,-32
43.111,-76.104,USA,-22.3,3.7,-29.3,-32
42.643,-77.056,USA,-18.9,2.2,-22.9,-24.4
43.234,-75.412,USA,-25.6,2.5,-30.3,-32.1
43.145,-75.384,USA,-24.3,3.4,-30.7,-33.2
40.485,-80.214,USA,-18.1,3.5,-24.6,-27.1
40.355,-79.922,USA,-16.9,4.1,-24.5,-27.5
40.616,-83.064,USA,-21.1,4.4,-29.4,-32.6
40.917,-81.433,USA,-19.4,3.8,-26.5,-29.2
41.346,-82.179,USA,-19.6,3.6,-26.4,-29.1
40.873,-81.887,USA,-21.2,3.9,-28.5,-31.3
39.364,-84.525,USA,-20.4,5.1,-29.8,-33.5
43.35,-73.617,USA,-28,4.4,-36.3,-39.5
40.472,-81.424,USA,-19.7,3.9,-27,-29.8
40.023,-82.463,USA,-22.1,5.2,-31.8,-35.6
42.15,-79.25,USA,-20.3,3.9,-27.5,-30.4
41.405,-81.853,USA,-18.4,3.8,-25.5,-28.3
41.518,-81.684,USA,-15.6,3.6,-22.3,-24.9
41.254,-80.674,USA,-18.8,3.8,-25.9,-28.6
41.338,-84.429,USA,-21,4,-28.4,-31.3
41.778,-80.696,USA,-20.4,4.3,-28.5,-31.6
42.08,-80.183,USA,-17.2,4.2,-25,-28
41.8,-78.633,USA,-23.5,3.5,-30,-32.5
41.383,-79.867,USA,-19.4,3.3,-25.5,-27.9
42.44,-76.246,USA,-23.9,3.5,-30.3,-32.8
42.941,-78.736,USA,-18.7,2.9,-24.1,-26.3
43.108,-78.938,USA,-19.5,3.4,-25.9,-28.4
43.117,-77.677,USA,-19.3,3.4,-25.6,-28.1
41.995,-87.934,USA,-21.8,3.5,-28.4,-31
41.914,-88.246,USA,-23.4,3.4,-29.7,-32.2
42.083,-87.817,USA,-21.9,3.1,-27.6,-29.9
38.571,-90.157,USA,-17.3,3.4,-23.5,-26
40.04,-88.278,USA,-22.6,3.8,-29.6,-32.4
39.834,-88.866,USA,-20.3,3.7,-27.1,-29.8
39.478,-88.28,USA,-19.9,3.5,-26.5,-29
40.668,-89.684,USA,-22,3.6,-28.7,-31.4
41.743,-89.676,USA,-24.8,3.4,-31.1,-33.6
41.453,-87.006,USA,-21.9,3.4,-28.2,-30.7
40.971,-85.206,USA,-21.3,3.9,-28.6,-31.5
40.65,-86.15,USA,-21.5,4,-29,-31.9
40.234,-85.394,USA,-20,3.8,-27.2,-30
41.786,-87.752,USA,-21,3.5,-27.6,-30.2
38.764,-87.606,USA,-18.8,2.7,-23.9,-25.8
41.5,-88.167,USA,-23.4,4.7,-32.2,-35.6
42.417,-87.867,USA,-21.9,2.9,-27.4,-29.5
41.604,-88.085,USA,-22.7,3.5,-29.1,-31.7
41.614,-90.591,USA,-25.9,4.2,-33.8,-36.8
41.707,-86.316,USA,-21.3,3.7,-28.2,-30.8
41.589,-83.801,USA,-19.8,3.5,-26.3,-28.9
41.014,-83.669,USA,-20.3,4.1,-27.9,-30.9
42.231,-83.331,USA,-19.1,3.7,-26,-28.7
42.099,-83.161,USA,-17.5,3.6,-24.3,-26.9
42.223,-83.746,USA,-23.4,3.4,-29.8,-32.2
42.409,-83.01,USA,-17.8,3.6,-24.4,-27
42.233,-83.533,USA,-20.4,4.1,-28,-31
42.608,-82.818,USA,-20,3.5,-26.5,-29.1
42.629,-83.984,USA,-20.1,3.3,-26.3,-28.7
46.335,-86.92,USA,-27.6,4.2,-35.5,-38.5
41.817,-85.433,USA,-21.2,3.9,-28.6,-31.4
42.911,-82.529,USA,-22,3.8,-29,-31.7
44.022,-82.793,USA,-17.8,3.6,-24.6,-27.3
47.467,-87.883,USA,-20.3,3.8,-27.3,-30.1
42.78,-84.579,USA,-22.8,3.6,-29.4,-32
42.746,-86.097,USA,-18.7,3,-24.3,-26.4
42.267,-84.467,USA,-21.6,3.2,-27.6,-29.9
42.308,-85.251,USA,-20.6,4.1,-28.3,-31.3
40.25,-93.72,USA,N/A,N/A,N/A,N/A
41.868,-84.079,USA,-20.9,3.5,-27.6,-30.1
43.322,-84.688,USA,-23.2,3.1,-28.9,-31.1
43.78,-82.986,USA,-23,4.6,-31.6,-35
45.013,-84.701,USA,-26.6,3.6,-33.4,-36
45.983,-86.183,USA,-23.7,3,-29.4,-31.6
41.921,-84.586,USA,-20.8,3,-26.4,-28.6
44.908,-84.72,USA,-23.5,3.9,-30.7,-33.5
41.933,-85.053,USA,-21.9,3.1,-27.6,-29.8
42.251,-84.956,USA,-22.8,3.4,-29.2,-31.7
43.717,-85.5,USA,-25.9,3.9,-33.2,-36
42.566,-84.433,USA,-22.1,3.1,-27.9,-30.1
41.94,-83.435,USA,-20.3,3.6,-27,-29.7
40.783,-91.125,USA,-22.7,3.7,-29.6,-32.3
43.622,-84.737,USA,-21.5,3.5,-28,-30.6
42.193,-89.093,USA,-24.7,3.6,-31.4,-34
41.139,-75.379,USA,-20.3,3.1,-26.1,-28.4
41.465,-90.523,USA,-25,4.4,-33.2,-36.4
41.883,-91.717,USA,-26.2,3.2,-32.2,-34.5
41.407,-95.047,USA,-25.9,2.9,-31.3,-33.4
41.276,-91.673,USA,-22.9,3.2,-28.9,-31.2
40.46,-91.428,USA,-20.9,3.8,-27.9,-30.6
43.078,-94.272,USA,-27,2.5,-31.6,-33.4
42.742,-93.759,USA,-27.3,2.3,-31.6,-33.2
41.534,-93.653,USA,-23.5,2.9,-28.9,-31.1
42.111,-92.916,USA,-26.2,3,-31.9,-34.1
41.633,-91.543,USA,-24.3,3.2,-30.4,-32.7
43.073,-92.611,USA,-27.7,3.6,-34.4,-37
41.674,-93.022,USA,-25.1,3.4,-31.5,-34.1
41.108,-92.447,USA,-23.5,3.3,-29.7,-32.1
41.691,-93.566,USA,-23,3.8,-30,-32.8
40.751,-95.413,USA,-24.4,4.8,-33.3,-36.8
42.046,-94.789,USA,-25.3,2.4,-29.8,-31.6
41.019,-93.359,USA,-22.2,4,-29.7,-32.7
42.398,-90.704,USA,-26.3,3.5,-32.8,-35.4
41.991,-93.619,USA,-26.1,3.8,-33.2,-36
41.833,-90.333,USA,-24.3,3.3,-30.5,-33
41.007,-94.363,USA,-23.5,2.6,-28.3,-30.1
42.224,-91.166,USA,-26.5,4.1,-34.1,-37
43.275,-91.739,USA,-25.8,3.5,-32.4,-34.9
41.986,-95.381,USA,N/A,N/A,N/A,N/A
42.436,-93.869,USA,-25.7,2.4,-30.2,-31.9
40.722,-95.026,USA,-25.2,4.6,-33.9,-37.2
42.554,-92.401,USA,-28,4.2,-35.9,-39
40.659,-91.327,USA,-20.3,3,-25.9,-28
42.778,-96.194,USA,-26.4,3.2,-32.4,-34.8
43.154,-93.327,USA,-27.8,3.1,-33.5,-35.7
42.049,-93.848,USA,-24.6,4.3,-32.6,-35.7
41.367,-91.15,USA,-24,6,-35.2,-39.6
42.681,-91.974,USA,N/A,N/A,N/A,N/A
42.99,-96.063,USA,-25.5,2.7,-30.6,-32.6
42.55,-94.183,USA,-27,3,-32.6,-34.8
41.299,-93.114,USA,N/A,N/A,N/A,N/A
41.01,-95.26,USA,-24.1,3.6,-30.9,-33.6
43.208,-95.833,USA,N/A,N/A,N/A,N/A
42.597,-95.241,USA,-25.5,3.1,-31.3,-33.6
41.259,-95.76,USA,-21.4,2.1,-25.2,-26.7
41.7,-94.917,USA,-25.1,2.7,-30.2,-32.2
40.631,-93.901,USA,-23,2.6,-27.8,-29.7
41.31,-95.899,USA,-23.1,2.5,-27.9,-29.7
40.851,-96.748,USA,-23.4,2.6,-28.2,-30.1
40.894,-97.626,USA,-23.8,1.8,-27.1,-28.4
40.893,-97.997,USA,-23.1,1.6,-26.1,-27.2
38.142,-76.429,USA,-12.6,3.7,-19.5,-22.1
40.301,-96.754,USA,-22.8,2.5,-27.5,-29.4
40.961,-98.314,USA,-24,2.3,-28.3,-30
41.623,-98.948,USA,-25.5,2.9,-30.8,-32.9
40.601,-98.426,USA,-22.8,2.3,-27.1,-28.8
40.733,-99,USA,-22.8,2.7,-27.9,-29.9
41.764,-96.178,USA,-25.7,2.2,-29.9,-31.5
41.367,-96.017,USA,-24.1,3.6,-30.8,-33.4
40.08,-95.592,USA,-21.4,2.5,-26.1,-27.9
41.117,-95.917,USA,-22.9,2.4,-27.3,-29
40.606,-95.864,USA,-21,1.7,-24.2,-25.4
39.867,-93.147,USA,-21.7,3.2,-27.7,-30.1
41.433,-99.633,USA,-24.1,2.1,-28,-29.6
42.577,-100.001,USA,-25.5,2.6,-30.3,-32.2
41.986,-97.435,USA,-24.8,2.4,-29.3,-31
41.449,-96.52,USA,-23.9,1.8,-27.4,-28.7
41.433,-97.35,USA,-25,2.3,-29.2,-30.8
42.47,-98.688,USA,-24.9,2.2,-29,-30.6
42.391,-96.379,USA,-25.7,2.5,-30.3,-32.1
37.428,-94.583,USA,-18.2,4.7,-26.9,-30.3
37.634,-91.723,USA,-22,6,-33.2,-37.6
41.099,-102.986,USA,-25.4,4.1,-33.1,-36
41.121,-100.669,USA,-25.1,3.1,-31,-33.3
41.119,-101.768,USA,-25.3,2.4,-29.7,-31.4
40.789,-99.771,USA,-23.8,3,-29.4,-31.6
40.206,-100.591,USA,-22.3,2.8,-27.6,-29.7
40.51,-101.62,USA,-22.6,3.8,-29.7,-32.4
40.45,-99.339,USA,-21.5,1.7,-24.7,-25.9
42.057,-102.802,USA,-28.7,3.6,-35.5,-38.1
42.837,-103.098,USA,-28.8,2.8,-34,-36
41.15,-104.817,USA,-25,4,-32.4,-35.3
41.317,-105.683,USA,-30.6,3.7,-37.4,-40.1
39.833,-104.658,USA,-23.8,3.2,-29.9,-32.3
41.871,-103.593,USA,-26.3,4.6,-35,-38.4
41.189,-103.671,USA,-24.6,3.3,-30.7,-33.1
42.878,-100.55,USA,-28.7,3.5,-35.2,-37.7
42.796,-105.38,USA,-29,4.7,-37.8,-41.2
42.898,-106.474,USA,-28.6,4.3,-36.6,-39.7
40.493,-107.524,USA,-31,4.3,-39,-42.1
40.443,-109.513,USA,-22.3,4,-29.7,-32.6
40.481,-107.218,USA,-25.7,3.2,-31.6,-33.9
39.528,-107.72,USA,-23.1,2.9,-28.6,-30.7
40.778,-111.969,USA,-15.7,3.6,-22.5,-25.1
40.219,-111.723,USA,-15,4.6,-23.6,-26.9
42.675,-108.669,USA,-26,2.6,-30.8,-32.7
43.662,-110.712,USA,-32.8,2.3,-37.1,-38.8
41.594,-109.053,USA,-25.1,3.2,-31.1,-33.4
41.196,-112.011,USA,-15.3,2.8,-20.4,-22.5
41.117,-111.967,USA,-15.8,3,-21.5,-23.7
42.815,-108.726,USA,-26.6,4,-34.1,-37
42.061,-104.158,USA,-27.6,3.5,-34.2,-36.8
41.616,-112.544,USA,-19.9,3.2,-25.9,-28.2
41.273,-111.031,USA,-22.4,3,-28,-30.2
43.6,-110.733,USA,-31.2,2.8,-36.4,-38.4
42.92,-112.571,USA,-22.8,4.3,-30.7,-33.8
46.144,-115.596,USA,-14.1,3.3,-20.3,-22.7
43.516,-112.067,USA,-25.1,4.3,-33.2,-36.3
44.889,-116.102,USA,-25.3,2.4,-29.7,-31.4
43.462,-113.556,USA,-22,2,-25.6,-27
43.204,-116.751,USA,-18.2,2.1,-22,-23.5
40.068,-118.569,USA,-19,4.2,-27,-30
40.721,-114.036,USA,-15.9,4,-23.4,-26.4
39.517,-115.967,USA,-19.1,4.3,-27,-30.1
40.829,-115.789,USA,-23.3,4.2,-31.2,-34.3
40.902,-117.808,USA,-21.6,5.1,-31.2,-34.9
39.277,-120.71,USA,-8.5,2.2,-12.6,-14.2
38.898,-119.995,USA,-21.5,2.8,-26.7,-28.7
37.654,-122.115,USA,0.6,1.2,-1.6,-2.4
42.482,-114.487,USA,-16.8,3,-22.3,-24.5
42.542,-113.766,USA,-19.3,3.8,-26.4,-29.1
42.147,-121.724,USA,-17.6,4.2,-25.4,-28.5
39.126,-123.201,USA,-4,1.8,-7.3,-8.6
40.152,-122.254,USA,-4,1.9,-7.6,-9
40.518,-122.299,USA,-4.7,1.9,-8.1,-9.5
36.664,-121.608,USA,-1.2,1.7,-4.3,-5.5
40.81,-124.16,USA,-1.5,1.1,-3.4,-4.2
40.978,-124.109,USA,-2.6,1.6,-5.7,-6.9
41.78,-124.237,USA,-0.9,2.5,-5.7,-7.5
41.781,-122.468,USA,-12.6,3.8,-19.6,-22.3
41.333,-122.333,USA,-12,3.5,-18.5,-21.1
41.491,-120.564,USA,-20.1,4.2,-27.9,-31
42.381,-122.872,USA,-8.1,3.6,-14.7,-17.3
42.6,-123.364,USA,-8,3.4,-14.3,-16.7
42.167,-120.4,USA,-21.7,3.2,-27.7,-30.1
42.074,-124.29,USA,-1.9,1.5,-4.7,-5.7
43.195,-71.501,USA,-23.6,3.6,-30.2,-32.8
43.083,-70.817,USA,-19.6,2.7,-24.7,-26.7
43.278,-70.922,USA,-20.9,2.7,-26,-28
43.65,-70.3,USA,-21.9,3.1,-27.8,-30.1
43.394,-70.708,USA,-26.5,3.8,-33.5,-36.2
44.798,-68.819,USA,-26.4,3.3,-32.6,-35
44.533,-69.667,USA,-24.1,3.6,-30.8,-33.5
44.45,-68.367,USA,-21.9,3.1,-27.7,-30
44.067,-69.1,USA,-21.5,3.1,-27.3,-29.5
47.286,-68.313,USA,-28.4,2.9,-33.7,-35.8
43.172,-70.928,USA,-22,3,-27.6,-29.8
43.109,-70.948,USA,-22.6,3.4,-29,-31.5
44.534,-72.614,USA,-29.3,3.7,-36.2,-38.9
43.344,-72.518,USA,-25,3.2,-30.9,-33.2
43.626,-72.305,USA,-27.3,3.6,-34,-36.6
44.27,-71.304,USA,-34.4,2.8,-39.7,-41.8
44.368,-71.545,USA,-32.2,4.3,-40.3,-43.4
44.42,-72.019,USA,-29.7,4.1,-37.3,-40.3
44.204,-72.562,USA,-27.6,3.5,-34.1,-36.6
43.567,-71.433,USA,-23.3,3.3,-29.4,-31.8
44.576,-71.179,USA,-32.1,3.6,-38.9,-41.5
42.805,-72.004,USA,-24,3.3,-30.2,-32.6
42.9,-72.267,USA,-24.3,3.7,-31.1,-33.8
42.891,-73.247,USA,-23.9,3.1,-29.7,-31.9
44.468,-73.15,USA,-25.4,3.9,-32.7,-35.5
43.991,-70.948,USA,-29,3.8,-36,-38.8
44.05,-70.283,USA,-25.5,4.2,-33.4,-36.5
44.316,-69.797,USA,-22.8,2.8,-28,-30.1
45.462,-69.595,USA,-28,3.8,-35.1,-37.9
45.648,-68.693,USA,-26.3,2.8,-31.5,-33.5
44.936,-74.846,USA,-29.6,4.4,-37.8,-41
44.65,-73.467,USA,-27,4.7,-35.7,-39.1
43.992,-76.022,USA,-31.8,3.8,-38.8,-41.5
44.385,-74.207,USA,-33.5,3.3,-39.5,-41.9
42.883,-85.524,USA,-20.7,3.6,-27.4,-30
42.126,-86.428,USA,-19.1,3.9,-26.3,-29.1
42.235,-85.552,USA,-19.9,4.3,-27.9,-31
43.171,-86.237,USA,-18.5,3.3,-24.6,-27
43.963,-86.408,USA,-20.1,2.7,-25.2,-27.2
42.967,-83.749,USA,-22.1,3.3,-28.2,-30.6
42.665,-83.418,USA,-20.2,2.9,-25.6,-27.6
43.533,-84.08,USA,-20.4,3.4,-26.8,-29.3
44.359,-84.674,USA,-26,4.3,-34,-37.1
44.283,-85.417,USA,-27.1,4.9,-36.2,-39.7
44.267,-86.25,USA,-20.8,3.6,-27.5,-30.1
44.741,-85.583,USA,-21.2,3.8,-28.3,-31.1
45.072,-83.564,USA,-24.8,3.7,-31.6,-34.3
38.78,-106.22,USA,N/A,N/A,N/A,N/A
46.311,-85.457,USA,-25.8,4.1,-33.5,-36.5
44.45,-83.4,USA,-22.7,3.4,-29.1,-31.5
45.95,-86.23,USA,N/A,N/A,N/A,N/A
42.955,-87.904,USA,-21.8,3.6,-28.6,-31.2
45.928,-89.731,USA,-29.5,2,-33.2,-34.6
43.141,-89.345,USA,-25,3.3,-31.3,-33.7
43.417,-88.133,USA,-23.3,2.4,-27.8,-29.5
42.615,-89.591,USA,-24.2,4.4,-32.3,-35.5
43.212,-90.181,USA,-28.8,3.2,-34.8,-37.1
45.101,-90.303,USA,-28.6,2.7,-33.7,-35.7
45.308,-92.69,USA,-29.5,3.1,-35.3,-37.5
46.549,-90.919,USA,-27.5,2.6,-32.4,-34.3
42.761,-87.814,USA,-21.5,3.4,-27.8,-30.3
43.769,-87.851,USA,-23.7,2.8,-29,-31.1
44.55,-89.533,USA,-28.7,2.3,-33,-34.6
46.689,-92.094,USA,-28.8,3.1,-34.7,-37
43.879,-91.253,USA,-26.7,4,-34.2,-37.2
44.867,-91.488,USA,-28.3,3.6,-35.1,-37.8
43.967,-90.733,USA,-32.1,2.6,-36.9,-38.7
43.156,-90.678,USA,-28.5,2.9,-33.9,-36
43.904,-92.492,USA,-28.1,3.2,-34,-36.3
43.019,-91.124,USA,-25.9,2.6,-30.7,-32.6
45.199,-89.711,USA,-31.7,1.8,-35.2,-36.5
44.479,-88.137,USA,-26,3.1,-31.7,-34
44.359,-89.837,USA,-28.3,2.6,-33.2,-35.1
44.133,-87.667,USA,-23,3.4,-29.4,-31.8
43.984,-88.557,USA,-24.9,2.6,-29.8,-31.7
44.267,-88.517,USA,N/A,N/A,N/A,N/A
44.85,-87.417,USA,-23.5,3.8,-30.6,-33.4
46.114,-92.994,USA,-31.9,2.9,-37.3,-39.4
44.929,-89.628,USA,-28.4,2.9,-33.7,-35.8
43.167,-88.717,USA,-25.4,3.3,-31.5,-33.8
44.783,-89.667,USA,-28,3.5,-34.6,-37.2
45.23,-96,USA,-29.7,2.9,-35.2,-37.4
45.419,-91.773,USA,-30.2,3.4,-36.5,-39
45.709,-90.402,USA,-32,2.8,-37.3,-39.3
48.306,-95.874,USA,-37.1,3.4,-43.5,-46
45.733,-87.083,USA,-25.7,3.3,-31.8,-34.2
45.117,-87.633,USA,-25.2,3.7,-32,-34.6
41.053,-91.979,USA,-22.2,3.2,-28.3,-30.6
43.401,-94.747,USA,-27.2,2.8,-32.5,-34.6
43.164,-95.202,USA,-28.9,2.9,-34.2,-36.3
44.614,-88.731,USA,-26.1,2.1,-30.1,-31.6
43.522,-89.774,USA,-25.9,2.5,-30.6,-32.4
45.932,-89.269,USA,-31.2,1.8,-34.5,-35.8
42.595,-87.938,USA,-23.2,3.1,-29,-31.3
43.769,-88.491,USA,-25,2.9,-30.4,-32.6
42.887,-90.236,USA,-25,3.4,-31.3,-33.8
46.026,-91.444,USA,-32.6,2.2,-36.7,-38.3
43.426,-88.703,USA,-24.8,2.8,-30,-32.1
43.578,-96.754,USA,-27.8,3.1,-33.6,-35.9
43.733,-103.611,USA,-28.1,3.1,-33.8,-36.1
44.3,-96.8,USA,-29.3,2.9,-34.7,-36.9
44.051,-101.601,USA,-28.2,2.6,-33,-34.9
43.021,-102.518,USA,-30.1,3.6,-36.9,-39.6
43.391,-99.842,USA,-24.2,2.1,-28.2,-29.7
45.669,-96.991,USA,-29.9,2.9,-35.3,-37.4
42.878,-97.363,USA,-25.7,3.1,-31.5,-33.8
43.767,-99.318,USA,-26.5,2,-30.2,-31.7
45.032,-102.019,USA,-26.5,2.2,-30.6,-32.1
44.398,-98.223,USA,-29.5,4.1,-37.1,-40
48.016,-92.856,USA,-35.2,3.8,-42.2,-45
43.774,-98.038,USA,-27,3.9,-34.3,-37.1
44.905,-97.149,USA,-30,3.3,-36.2,-38.7
45.644,-95.32,USA,-30.4,3.4,-36.7,-39.1
48.941,-95.348,USA,-35.6,3.7,-42.4,-45.1
47.822,-92.689,USA,-35.8,2.9,-41.2,-43.3
45.543,-94.051,USA,-31.2,3.6,-38,-40.7
44.969,-95.71,USA,-28.4,3.4,-34.8,-37.3
43.986,-94.558,USA,-26.8,2.9,-32.2,-34.3
46.405,-94.131,USA,-33,4.3,-41,-44.2
44.548,-95.08,USA,-28.2,3.2,-34.1,-36.5
45.868,-95.394,USA,-30.6,3.2,-36.6,-39
46.703,-92.504,USA,-31.3,3.8,-38.4,-41.2
44.45,-95.817,USA,-27.3,2.6,-32.1,-33.9
44.381,-100.286,USA,-27.7,3.5,-34.3,-36.9
46.447,-95.212,USA,-33.4,2.9,-38.8,-41
44.628,-93.228,USA,-28.9,4.2,-36.8,-39.9
44.333,-93.317,USA,-29.2,4.6,-37.8,-41.1
44.589,-92.485,USA,-28.7,3.2,-34.7,-37
45.566,-95.968,USA,-30.3,3.8,-37.4,-40.2
43.983,-96.3,USA,-28.2,3.4,-34.4,-36.9
44.319,-94.502,USA,-28.1,3.4,-34.4,-36.9
44.123,-93.261,USA,-28.4,3.2,-34.2,-36.5
44.859,-94.382,USA,-29.5,3.9,-36.7,-39.5
46.283,-96.15,USA,-32.2,2.8,-37.4,-39.4
44.638,-90.188,USA,-28.1,3.6,-34.8,-37.4
45.062,-93.351,USA,-27,2.6,-31.8,-33.6
45.117,-95.083,USA,-29.8,3.9,-37,-39.9
45.15,-93.217,USA,-26.1,3.3,-32.2,-34.6
45.949,-94.347,USA,-32.4,3.8,-39.4,-42.2
44.832,-93.471,USA,-27.6,2.9,-33.1,-35.2
44.883,-93.229,USA,-27,3.3,-33.2,-35.6
45.147,-94.507,USA,-28.8,3.1,-34.6,-36.9
44.932,-93.056,USA,-26.6,3.5,-33,-35.6
44.217,-93.917,USA,-26.6,3,-32.1,-34.3
43.65,-94.417,USA,-26.9,2.7,-32,-34
43.645,-95.58,USA,-26.5,1.8,-29.8,-31.1
44.077,-91.708,USA,-27.6,4.4,-35.9,-39.1
43.683,-93.367,USA,-28,3.7,-34.9,-37.5
45.443,-98.413,USA,-32.6,4.4,-40.7,-43.9
43.65,-94.986,USA,-26.5,3,-32.1,-34.2
44.018,-92.831,USA,-27.3,2.9,-32.8,-34.9
43.735,-96.622,USA,-28.1,3.1,-33.9,-36.2
44.857,-93.033,USA,-26,3.6,-32.8,-35.4
44.043,-103.054,USA,-27,3.3,-33.2,-35.6
44.15,-103.1,USA,-25.9,3.6,-32.6,-35.2
45.154,-89.111,USA,-30.2,2.6,-35.1,-37
45.604,-103.546,USA,-28.9,2.8,-34.1,-36.1
44.019,-100.353,USA,-25.9,1.7,-29.1,-30.3
45.516,-103.302,USA,-33.1,3.8,-40.2,-43
44.339,-105.542,USA,-27.7,3.8,-34.8,-37.6
44.381,-106.721,USA,-25.7,2.9,-31.2,-33.3
44.769,-106.969,USA,-28.7,3.5,-35.1,-37.7
44.544,-110.421,USA,-34.6,3.2,-40.5,-42.8
43.966,-107.951,USA,-32.6,4.6,-41.2,-44.5
44.517,-108.082,USA,-30.6,3.7,-37.6,-40.3
47.133,-104.8,USA,-30.6,3,-36.1,-38.3
45.698,-92.953,USA,-29.2,2.8,-34.5,-36.5
45.56,-93.608,USA,-31.1,3.1,-36.8,-39.1
45.546,-100.408,USA,-30,3.3,-36.1,-38.5
41.8,-107.2,USA,-29.9,4,-37.4,-40.3
45.919,-102.106,USA,N/A,N/A,N/A,N/A
44.517,-109.017,USA,-26.9,3.2,-32.8,-35.1
42.584,-110.108,USA,-31.7,4.8,-40.7,-44.2
43.064,-108.459,USA,-26.6,3.8,-33.6,-36.4
45.807,-108.542,USA,-26.5,3.5,-33.1,-35.7
47.049,-109.458,USA,-30.6,3.8,-37.7,-40.5
46.358,-104.25,USA,-30.5,2.8,-35.6,-37.6
45.788,-111.161,USA,-31.3,3.6,-37.9,-40.5
45.698,-110.441,USA,-28.4,3.9,-35.6,-38.5
43.567,-116.241,USA,-15.1,5.1,-24.6,-28.3
43.65,-116.633,USA,-14.1,3.6,-20.9,-23.6
43.05,-115.867,USA,-18,4.5,-26.5,-29.7
42.727,-114.456,USA,-17.4,2.9,-22.8,-25
47.457,-115.645,USA,-21.5,4.3,-29.6,-32.8
43.834,-111.804,USA,-25.8,3.8,-32.8,-35.6
44.171,-114.927,USA,-32.3,2.4,-36.9,-38.7
43.595,-118.956,USA,-24.6,4.2,-32.6,-35.6
45.773,-122.861,USA,-9,3.1,-14.8,-17
44.021,-117.013,USA,-16.1,4,-23.5,-26.4
45.117,-113.883,USA,-24.6,3.4,-30.9,-33.4
42.9,-117.65,USA,N/A,N/A,N/A,N/A
42.591,-117.864,USA,-19.9,3.5,-26.4,-28.9
44.4,-118.967,USA,N/A,N/A,N/A,N/A
45.698,-118.855,USA,-15.4,5.6,-25.9,-30
45.195,-123.134,USA,-6.7,3,-12.3,-14.5
45.826,-119.261,USA,-15.4,5.1,-25,-28.7
45.283,-118,USA,-17.5,3.3,-23.6,-26
45.511,-118.425,USA,-26.5,5,-35.9,-39.5
44.843,-117.809,USA,-22.5,3.8,-29.5,-32.2
43.239,-123.355,USA,-5.3,3.5,-11.8,-14.4
43.413,-124.244,USA,-2.4,1.7,-5.6,-6.8
44.256,-121.139,USA,-19.8,5.1,-29.3,-33
44.128,-123.221,USA,-8.3,4.2,-16.2,-19.2
44.905,-123.001,USA,-7.9,2.4,-12.5,-14.3
44.5,-123.283,USA,-8.3,4.1,-15.9,-18.9
44.583,-124.05,USA,-3.9,2.4,-8.3,-10
45.249,-122.769,USA,-6.7,2.7,-11.8,-13.8
44.419,-123.326,USA,-8.6,3.6,-15.3,-17.9
44.556,-119.646,USA,-15.7,3.7,-22.5,-25.2
45.596,-122.609,USA,-6.2,2.9,-11.6,-13.8
45.551,-122.409,USA,-5.5,2.5,-10.2,-12.1
45.541,-122.949,USA,-8.5,2.9,-13.9,-16.1
45.619,-121.166,USA,-11.4,3.7,-18.4,-21.1
43.471,-119.692,USA,-22.8,2.8,-28,-30.1
46.124,-67.793,USA,-31.3,3.6,-38,-40.5
46.96,-67.883,USA,-31.9,3.2,-37.9,-40.3
46.617,-69.533,USA,-33.5,3.5,-40,-42.5
46.871,-68.017,USA,-30.3,3.3,-36.5,-38.9
46.95,-67.886,USA,-28.7,1.4,-31.3,-32.2
46.683,-68.05,USA,-32.3,3.7,-39.3,-42
43.964,-69.712,USA,-23.3,3.8,-30.4,-33.2
44.928,-68.701,USA,-27.7,4.3,-35.7,-38.8
46.05,-74.28,CAN,-32.3,1.4,-35,-36.1
45.8,-80.53,CAN,-37.2,3.6,-43.9,-46.6
46.479,-84.357,USA,-27,3.9,-34.4,-37.2
46.25,-84.467,USA,-26.5,4.3,-34.5,-37.6
45.564,-84.793,USA,-29.3,3.6,-36,-38.7
45.955,-90.424,USA,N/A,N/A,N/A,N/A
45.631,-89.482,USA,-30.5,1.8,-33.9,-35.2
45.407,-83.813,USA,-20.3,2.7,-25.3,-27.3
46.531,-87.549,USA,-30.8,3.8,-37.8,-40.5
45.305,-85.275,USA,-22.1,4.3,-30.1,-33.3
